PATHOLOGY,DOCTOR_ID,NB_DIAGNOSTICS
Pathology25,14,350
Pathology23,60,2100
Pathology78,45,1050
Pathology84,16,1400
Pathology14,41,350
Pathology5,81,350
Pathology11,82,700
Pathology90,92,1050
Pathology35,35,350
Pathology21,5,350
Pathology49,59,350
Pathology33,59,700
Pathology45,48,700
Pathology79,16,350
Pathology93,59,700
Pathology91,43,1750
Pathology17,44,1400
Pathology31,72,350
Pathology74,3,700
Pathology31,18,700
Pathology29,68,1050
Pathology61,52,1400
Pathology46,4,700
Pathology93,72,350
Pathology46,33,350
Pathology62,45,700
Pathology64,62,700
Pathology23,86,1050
Pathology99,11,700
Pathology48,97,700
Pathology67,98,700
Pathology30,20,1050
Pathology30,28,350
Pathology59,48,700
Pathology7,35,350
Pathology82,50,1050
Pathology41,16,700
Pathology68,92,350
Pathology70,39,350
Pathology32,52,700
Pathology47,19,700
Pathology57,73,1400
Pathology56,75,350
Pathology12,66,1050
Pathology84,99,700
Pathology66,28,700
Pathology49,52,1050
Pathology72,81,700
Pathology92,38,700
Pathology46,53,1050
Pathology92,84,350
Pathology84,13,700
Pathology30,96,350
Pathology19,64,1050
Pathology45,13,350
Pathology72,56,350
Pathology15,73,700
Pathology47,21,1400
Pathology16,40,1050
Pathology7,10,700
Pathology16,21,700
Pathology13,7,700
Pathology97,78,1050
Pathology81,39,1400
Pathology84,88,1050
Pathology46,57,700
Pathology60,18,1400
Pathology6,8,1050
Pathology46,55,1050
Pathology33,33,700
Pathology3,14,700
Pathology31,41,350
Pathology76,46,350
Pathology92,50,350
Pathology69,65,1050
Pathology74,6,700
Pathology23,91,1050
Pathology16,57,700
Pathology86,12,350
Pathology92,19,700
Pathology54,6,700
Pathology66,13,350
Pathology21,17,700
Pathology33,25,350
Pathology49,91,350
Pathology59,74,350
Pathology34,73,700
Pathology66,8,350
Pathology55,56,700
Pathology71,61,700
Pathology29,51,1050
Pathology33,85,350
Pathology94,67,350
Pathology88,60,350
Pathology75,56,700
Pathology44,8,350
Pathology60,89,700
Pathology49,47,350
Pathology43,13,350
Pathology94,30,350
Pathology64,99,700
Pathology85,7,700
Pathology22,2,350
Pathology78,3,700
Pathology3,12,350
Pathology23,2,700
Pathology69,94,700
Pathology36,2,1050
Pathology72,52,350
Pathology38,15,1400
Pathology53,70,700
Pathology7,13,700
Pathology57,35,1050
Pathology8,50,1050
Pathology62,70,350
Pathology17,40,700
Pathology5,21,1050
Pathology85,83,1400
Pathology33,61,350
Pathology13,26,350
Pathology84,98,1750
Pathology86,27,700
Pathology69,51,350
Pathology92,7,1050
Pathology34,97,1050
Pathology55,69,700
Pathology13,54,1050
Pathology43,24,700
Pathology3,84,350
Pathology70,84,350
Pathology82,33,1050
Pathology12,4,700
Pathology9,7,700
Pathology45,10,350
Pathology56,56,350
Pathology24,89,350
Pathology16,34,350
Pathology45,39,1050
Pathology62,41,1050
Pathology44,84,350
Pathology29,82,350
Pathology1,49,1400
Pathology14,74,700
Pathology20,77,350
Pathology54,8,1050
Pathology61,85,700
Pathology55,9,350
Pathology67,100,350
Pathology41,78,700
Pathology17,21,1400
Pathology85,93,350
Pathology96,43,350
Pathology34,2,350
Pathology61,71,700
Pathology37,38,700
Pathology50,36,700
Pathology77,11,350
Pathology47,77,700
Pathology32,4,350
Pathology56,21,1400
Pathology93,52,350
Pathology29,42,350
Pathology71,14,700
Pathology1,50,1050
Pathology25,64,1050
Pathology16,42,1400
Pathology78,21,350
Pathology14,87,700
Pathology52,22,350
Pathology5,28,350
Pathology91,2,1050
Pathology63,89,350
Pathology79,19,1050
Pathology96,21,700
Pathology55,42,700
Pathology40,25,1400
Pathology14,35,1050
Pathology3,13,350
Pathology18,48,1050
Pathology55,32,1050
Pathology78,39,350
Pathology79,82,700
Pathology86,53,700
Pathology41,77,700
Pathology57,37,350
Pathology99,6,350
Pathology50,3,700
Pathology67,58,350
Pathology83,60,350
Pathology2,52,700
Pathology99,14,350
Pathology86,43,700
Pathology59,46,700
Pathology50,86,1050
Pathology22,77,700
Pathology92,44,700
Pathology3,67,700
Pathology26,97,1050
Pathology32,81,700
Pathology46,78,1400
Pathology48,18,1400
Pathology93,100,700
Pathology33,74,700
Pathology16,39,700
Pathology65,25,700
Pathology90,3,700
Pathology89,20,700
Pathology70,2,350
Pathology22,37,350
Pathology3,87,700
Pathology94,71,350
Pathology33,84,700
Pathology70,59,350
Pathology92,100,350
Pathology54,96,350
Pathology78,47,350
Pathology25,8,700
Pathology98,94,350
Pathology28,12,700
Pathology86,74,350
Pathology87,64,350
Pathology56,83,350
Pathology46,42,700
Pathology69,8,1050
Pathology55,28,700
Pathology2,13,350
Pathology53,55,350
Pathology86,22,1050
Pathology36,95,700
Pathology61,37,1050
Pathology61,58,1050
Pathology85,60,1050
Pathology17,69,350
Pathology34,30,700
Pathology59,51,700
Pathology66,57,350
Pathology2,9,350
Pathology44,23,700
Pathology68,63,1050
Pathology67,25,350
Pathology77,37,350
Pathology27,60,1050
Pathology17,7,700
Pathology79,52,700
Pathology26,54,700
Pathology17,83,350
Pathology70,68,1050
Pathology56,82,1050
Pathology15,12,700
Pathology5,46,350
Pathology53,23,1050
Pathology84,24,1750
Pathology63,71,1050
Pathology69,97,700
Pathology65,23,1050
Pathology52,78,700
Pathology76,29,700
Pathology18,36,350
Pathology59,54,700
Pathology55,89,700
Pathology6,47,1400
Pathology10,74,350
Pathology65,27,1050
Pathology52,12,1050
Pathology54,67,350
Pathology3,47,1050
Pathology18,98,350
Pathology12,6,700
Pathology89,4,350
Pathology69,62,700
Pathology42,91,1400
Pathology30,84,1050
Pathology65,54,1050
Pathology91,99,1050
Pathology19,73,350
Pathology33,94,1050
Pathology70,77,1750
Pathology12,35,1050
Pathology6,63,350
Pathology83,36,1400
Pathology8,8,700
Pathology15,92,350
Pathology44,70,350
Pathology65,2,1400
Pathology65,90,700
Pathology44,80,350
Pathology2,23,350
Pathology26,36,700
Pathology77,47,1750
Pathology85,36,700
Pathology11,27,700
Pathology98,24,350
Pathology13,45,350
Pathology99,67,700
Pathology10,72,1400
Pathology34,100,350
Pathology63,33,1400
Pathology68,41,350
Pathology7,62,700
Pathology71,88,1400
Pathology90,36,350
Pathology97,45,350
Pathology62,12,1050
Pathology90,70,350
Pathology83,41,350
Pathology94,7,1050
Pathology99,49,350
Pathology98,96,1050
Pathology53,56,350
Pathology90,83,350
Pathology95,45,350
Pathology9,49,350
Pathology55,45,1050
Pathology57,21,700
Pathology12,21,350
Pathology97,19,700
Pathology40,23,1750
Pathology2,38,1050
Pathology28,87,700
Pathology35,75,350
Pathology38,94,700
Pathology28,70,350
Pathology83,14,700
Pathology95,63,350
Pathology42,94,350
Pathology30,68,350
Pathology64,30,1400
Pathology40,20,700
Pathology88,88,1050
Pathology10,9,350
Pathology98,83,700
Pathology94,4,350
Pathology85,10,700
Pathology41,7,700
Pathology9,93,1050
Pathology34,77,700
Pathology91,84,350
Pathology35,57,1050
Pathology94,84,700
Pathology26,51,700
Pathology42,78,1050
Pathology25,33,350
Pathology81,72,1050
Pathology92,58,1050
Pathology89,16,350
Pathology68,74,700
Pathology28,30,350
Pathology66,88,700
Pathology32,56,1050
Pathology61,74,700
Pathology41,75,700
Pathology25,37,1400
Pathology36,68,350
Pathology74,87,700
Pathology67,92,1050
Pathology69,95,350
Pathology33,29,700
Pathology43,34,350
Pathology59,87,700
Pathology11,20,700
Pathology77,55,1050
Pathology33,76,700
Pathology83,37,1050
Pathology11,57,700
Pathology24,38,350
Pathology12,63,350
Pathology75,52,1050
Pathology28,3,700
Pathology38,66,350
Pathology84,10,350
Pathology89,36,350
Pathology36,93,350
Pathology66,14,350
Pathology74,89,700
Pathology35,30,700
Pathology25,81,700
Pathology48,74,700
Pathology57,27,350
Pathology85,64,350
Pathology84,37,350
Pathology34,23,700
Pathology20,43,1050
Pathology26,82,350
Pathology82,63,1050
Pathology29,43,700
Pathology12,53,1050
Pathology49,53,1400
Pathology61,56,1050
Pathology7,74,350
Pathology66,42,700
Pathology44,17,700
Pathology1,26,350
Pathology13,82,700
Pathology50,17,350
Pathology27,12,1050
Pathology54,4,350
Pathology26,8,350
Pathology37,45,700
Pathology68,85,350
Pathology51,23,1050
Pathology18,62,1400
Pathology78,40,1050
Pathology94,38,700
Pathology86,82,700
Pathology87,31,700
Pathology32,66,1050
Pathology94,78,700
Pathology99,80,350
Pathology55,94,700
Pathology75,71,700
Pathology8,63,700
Pathology30,41,1050
Pathology60,35,700
Pathology51,54,700
Pathology67,87,700
Pathology25,84,700
Pathology88,92,700
Pathology71,35,350
Pathology63,19,700
Pathology26,94,700
Pathology3,90,350
Pathology88,18,350
Pathology29,89,1050
Pathology85,43,350
Pathology99,66,700
Pathology39,100,350
Pathology58,6,700
Pathology71,99,350
Pathology41,20,1400
Pathology51,88,700
Pathology43,69,1400
Pathology21,72,1050
Pathology77,20,700
Pathology1,96,350
Pathology63,32,700
Pathology9,91,700
Pathology36,21,1050
Pathology31,39,700
Pathology10,67,700
Pathology26,95,350
Pathology97,35,1050
Pathology78,67,350
Pathology56,60,350
Pathology23,41,700
Pathology14,61,1050
Pathology80,73,1050
Pathology26,40,1050
Pathology26,46,700
Pathology94,37,350
Pathology7,54,1050
Pathology49,81,1050
Pathology93,64,700
Pathology9,57,700
Pathology79,24,350
Pathology76,9,1050
Pathology15,18,1400
Pathology96,58,1400
Pathology94,11,700
Pathology19,51,700
Pathology9,63,700
Pathology38,63,1050
Pathology97,51,1050
Pathology7,76,350
Pathology32,89,700
Pathology35,70,1750
Pathology22,59,700
Pathology69,53,700
Pathology41,60,1050
Pathology15,64,350
Pathology73,15,1400
Pathology1,21,1050
Pathology2,58,1400
Pathology75,39,700
Pathology20,93,700
Pathology45,15,700
Pathology81,26,350
Pathology98,26,350
Pathology55,61,350
Pathology60,24,700
Pathology99,32,350
Pathology6,71,350
Pathology78,11,700
Pathology39,38,700
Pathology67,71,700
Pathology28,31,700
Pathology30,25,700
Pathology50,59,1400
Pathology50,30,700
Pathology75,61,350
Pathology28,95,700
Pathology73,88,700
Pathology86,57,1050
Pathology14,66,350
Pathology6,33,350
Pathology30,94,700
Pathology99,98,700
Pathology48,12,350
Pathology69,81,700
Pathology53,60,350
Pathology46,23,1050
Pathology49,54,350
Pathology54,33,700
Pathology30,42,350
Pathology91,37,350
Pathology83,48,700
Pathology6,30,700
Pathology79,53,350
Pathology6,15,350
Pathology33,36,700
Pathology19,84,350
Pathology68,7,1050
Pathology72,94,350
Pathology46,95,350
Pathology53,34,350
Pathology70,66,350
Pathology88,80,1050
Pathology19,61,700
Pathology2,51,1050
Pathology69,6,700
Pathology79,15,700
Pathology69,93,700
Pathology2,60,350
Pathology6,36,350
Pathology89,61,350
Pathology99,7,700
Pathology22,55,700
Pathology96,15,700
Pathology8,82,700
Pathology28,19,350
Pathology54,37,1050
Pathology7,85,350
Pathology49,63,1050
Pathology9,99,1050
Pathology87,75,700
Pathology18,22,700
Pathology5,61,700
Pathology6,45,700
Pathology11,90,700
Pathology76,82,1050
Pathology24,16,350
Pathology54,77,350
Pathology97,37,350
Pathology32,40,700
Pathology90,89,1400
Pathology13,41,700
Pathology27,29,350
Pathology68,3,700
Pathology36,59,350
Pathology21,41,700
Pathology93,2,350
Pathology44,37,700
Pathology34,66,700
Pathology26,3,700
Pathology58,66,350
Pathology28,81,350
Pathology95,67,700
Pathology90,23,350
Pathology79,56,1050
Pathology81,6,700
Pathology26,18,700
Pathology16,78,350
Pathology4,65,350
Pathology5,57,350
Pathology75,88,1050
Pathology2,57,700
Pathology68,14,700
Pathology43,2,700
Pathology84,42,700
Pathology78,12,700
Pathology86,87,700
Pathology72,74,700
Pathology33,37,700
Pathology23,56,350
Pathology59,28,350
Pathology43,54,700
Pathology78,46,1400
Pathology29,20,350
Pathology9,48,350
Pathology16,31,700
Pathology93,48,700
Pathology90,79,700
Pathology9,44,350
Pathology76,45,350
Pathology31,99,700
Pathology90,51,700
Pathology18,18,1750
Pathology23,66,1400
Pathology91,18,1050
Pathology4,75,700
Pathology62,2,1400
Pathology98,66,2100
Pathology53,50,1750
Pathology3,10,700
Pathology82,62,350
Pathology53,80,1400
Pathology97,15,350
Pathology75,23,1400
Pathology30,52,2450
Pathology62,38,700
Pathology56,95,350
Pathology90,21,1400
Pathology85,40,1050
Pathology83,97,350
Pathology60,48,1050
Pathology81,55,1050
Pathology34,53,700
Pathology98,8,700
Pathology22,60,1400
Pathology21,88,350
Pathology88,96,350
Pathology66,18,1400
Pathology60,71,350
Pathology83,93,350
Pathology72,72,350
Pathology32,95,350
Pathology23,45,350
Pathology64,34,700
Pathology55,84,1050
Pathology74,86,1050
Pathology58,49,1050
Pathology52,100,350
Pathology69,89,1050
Pathology49,23,700
Pathology6,56,700
Pathology71,84,1400
Pathology54,63,700
Pathology85,37,700
Pathology58,70,700
Pathology26,52,350
Pathology85,70,700
Pathology67,70,350
Pathology94,56,350
Pathology58,57,700
Pathology15,24,350
Pathology62,91,350
Pathology1,29,350
Pathology32,60,350
Pathology31,50,350
Pathology59,73,350
Pathology23,94,350
Pathology54,26,700
Pathology4,66,1050
Pathology85,34,1050
Pathology97,85,700
Pathology51,13,350
Pathology27,34,700
Pathology20,11,700
Pathology20,20,1050
Pathology70,28,700
Pathology4,2,350
Pathology74,37,350
Pathology43,41,700
Pathology55,52,700
Pathology17,86,1400
Pathology27,41,350
Pathology33,56,350
Pathology3,33,1050
Pathology94,100,700
Pathology74,77,700
Pathology12,17,700
Pathology20,17,1050
Pathology83,75,1400
Pathology65,9,1050
Pathology65,75,350
Pathology42,76,700
Pathology92,64,1050
Pathology12,13,350
Pathology41,50,700
Pathology9,22,700
Pathology26,79,1050
Pathology51,94,350
Pathology90,12,350
Pathology31,24,1050
Pathology44,19,350
Pathology40,54,1050
Pathology5,36,1050
Pathology79,27,700
Pathology35,84,700
Pathology20,42,350
Pathology53,91,700
Pathology48,16,700
Pathology14,28,700
Pathology2,14,700
Pathology67,51,700
Pathology43,37,1400
Pathology59,33,1050
Pathology37,77,700
Pathology40,74,1050
Pathology28,37,700
Pathology49,75,700
Pathology72,92,1050
Pathology1,68,700
Pathology25,75,350
Pathology48,33,350
Pathology72,59,350
Pathology21,4,1050
Pathology49,19,1750
Pathology93,82,700
Pathology1,99,700
Pathology31,70,350
Pathology36,20,700
Pathology16,25,700
Pathology8,85,350
Pathology42,97,700
Pathology16,38,350
Pathology49,86,350
Pathology61,21,700
Pathology9,65,1050
Pathology8,47,700
Pathology69,76,700
Pathology54,85,1050
Pathology16,43,350
Pathology56,19,350
Pathology50,47,1400
Pathology67,44,1050
Pathology21,34,700
Pathology45,68,1400
Pathology56,23,350
Pathology44,46,700
Pathology42,4,350
Pathology47,48,350
Pathology52,60,700
Pathology44,13,1050
Pathology9,6,1400
Pathology70,91,700
Pathology42,39,1050
Pathology24,55,700
Pathology61,2,2100
Pathology21,7,350
Pathology20,96,1050
Pathology16,58,350
Pathology64,5,1400
Pathology54,47,350
Pathology29,46,350
Pathology69,73,350
Pathology52,36,2100
Pathology22,4,700
Pathology25,29,1050
Pathology87,33,350
Pathology97,41,350
Pathology58,97,350
Pathology11,59,350
Pathology64,52,1050
Pathology92,76,700
Pathology48,38,350
Pathology26,98,350
Pathology92,66,1400
Pathology47,72,350
Pathology92,73,1400
Pathology64,69,700
Pathology11,30,700
Pathology20,29,700
Pathology6,35,350
Pathology31,79,1050
Pathology70,8,350
Pathology38,95,350
Pathology6,92,1400
Pathology87,87,700
Pathology19,94,1050
Pathology50,41,700
Pathology33,24,1050
Pathology15,55,700
Pathology52,89,1050
Pathology6,38,350
Pathology21,90,700
Pathology13,99,700
Pathology75,19,700
Pathology76,13,350
Pathology77,4,700
Pathology31,44,700
Pathology52,48,1050
Pathology39,26,350
Pathology92,25,350
Pathology49,70,350
Pathology97,59,350
Pathology7,77,1050
Pathology71,65,700
Pathology73,8,350
Pathology82,40,350
Pathology57,2,700
Pathology84,47,700
Pathology68,69,1050
Pathology28,100,700
Pathology87,89,1750
Pathology3,81,350
Pathology35,92,350
Pathology80,96,350
Pathology33,17,350
Pathology45,31,350
Pathology12,22,700
Pathology95,47,350
Pathology39,22,700
Pathology23,98,1050
Pathology31,85,1050
Pathology88,6,1050
Pathology57,36,700
Pathology80,88,1050
Pathology79,5,1050
Pathology42,55,700
Pathology90,20,700
Pathology49,3,700
Pathology1,34,1050
Pathology48,55,350
Pathology59,30,1400
Pathology99,41,350
Pathology45,5,700
Pathology89,8,700
Pathology46,43,1050
Pathology42,59,350
Pathology79,11,700
Pathology88,52,1400
Pathology56,16,700
Pathology33,55,350
Pathology95,17,350
Pathology82,54,350
Pathology41,9,350
Pathology85,30,1050
Pathology19,42,350
Pathology22,3,700
Pathology82,51,350
Pathology44,83,350
Pathology42,90,700
Pathology52,93,350
Pathology40,38,350
Pathology39,28,1050
Pathology40,62,350
Pathology42,50,700
Pathology2,88,350
Pathology64,91,1050
Pathology14,31,350
Pathology39,33,700
Pathology89,14,1050
Pathology83,63,700
Pathology48,45,700
Pathology99,31,350
Pathology32,6,700
Pathology55,66,1050
Pathology96,48,350
Pathology87,18,350
Pathology4,80,700
Pathology86,2,700
Pathology48,93,700
Pathology78,29,350
Pathology85,71,700
Pathology9,69,1400
Pathology66,71,350
Pathology31,78,700
Pathology63,3,350
Pathology95,73,700
Pathology93,53,700
Pathology31,36,350
Pathology3,89,1050
Pathology82,38,350
Pathology96,38,350
Pathology80,41,350
Pathology31,96,350
Pathology33,72,350
Pathology89,94,700
Pathology81,35,1050
Pathology53,67,1050
Pathology40,40,700
Pathology84,6,700
Pathology19,29,350
Pathology50,96,700
Pathology64,74,350
Pathology58,58,700
Pathology80,20,350
Pathology43,60,1400
Pathology34,21,350
Pathology91,12,700
Pathology71,10,700
Pathology81,82,700
Pathology85,20,350
Pathology46,63,700
Pathology13,51,1050
Pathology37,62,700
Pathology93,35,700
Pathology58,4,350
Pathology49,36,700
Pathology18,45,700
Pathology4,23,350
Pathology3,19,1050
Pathology4,58,1050
Pathology22,87,700
Pathology86,41,700
Pathology7,59,350
Pathology20,97,350
Pathology30,8,350
Pathology74,13,350
Pathology42,84,700
Pathology54,14,700
Pathology22,61,1050
Pathology23,22,700
Pathology85,14,1050
Pathology78,22,1400
Pathology3,69,350
Pathology41,24,700
Pathology65,71,350
Pathology86,94,1050
Pathology97,83,350
Pathology20,57,350
Pathology53,93,700
Pathology9,4,700
Pathology25,54,700
Pathology96,72,700
Pathology18,4,700
Pathology86,51,350
Pathology79,35,350
Pathology31,46,700
Pathology55,59,350
Pathology9,88,350
Pathology60,53,1050
Pathology15,57,700
Pathology70,26,1050
Pathology86,72,700
Pathology25,94,700
Pathology67,66,700
Pathology95,6,1050
Pathology8,2,350
Pathology64,9,1050
Pathology29,40,700
Pathology69,85,350
Pathology73,26,350
Pathology72,47,700
Pathology3,48,1050
Pathology99,75,1050
Pathology39,43,700
Pathology81,69,700
Pathology76,71,350
Pathology75,75,350
Pathology47,24,350
Pathology87,16,350
Pathology29,55,700
Pathology11,68,700
Pathology14,78,350
Pathology9,20,1400
Pathology55,50,700
Pathology80,42,350
Pathology93,19,350
Pathology39,12,1050
Pathology60,77,350
Pathology54,23,700
Pathology38,40,1050
Pathology89,28,350
Pathology6,41,350
Pathology36,4,700
Pathology47,9,1050
Pathology39,47,350
Pathology71,21,350
Pathology57,89,350
Pathology81,99,700
Pathology21,11,700
Pathology10,41,700
Pathology52,96,2450
Pathology51,85,700
Pathology89,56,700
Pathology7,57,1050
Pathology82,28,700
Pathology43,22,350
Pathology75,40,700
Pathology31,94,350
Pathology23,64,1050
Pathology8,43,1050
Pathology82,99,2100
Pathology54,16,350
Pathology86,80,350
Pathology36,51,350
Pathology67,89,350
Pathology5,40,700
Pathology78,13,350
Pathology17,36,1050
Pathology98,41,350
Pathology55,27,350
Pathology95,49,700
Pathology55,79,700
Pathology4,94,700
Pathology76,53,700
Pathology24,19,700
Pathology8,78,350
Pathology58,73,350
Pathology35,87,350
Pathology11,17,1400
Pathology29,95,700
Pathology68,44,350
Pathology81,54,700
Pathology54,27,350
Pathology71,70,1400
Pathology14,82,700
Pathology55,12,350
Pathology86,81,350
Pathology97,71,1050
Pathology29,67,700
Pathology95,23,350
Pathology6,9,1050
Pathology56,24,700
Pathology27,21,350
Pathology49,51,700
Pathology61,4,1050
Pathology89,81,350
Pathology21,46,350
Pathology64,32,700
Pathology19,50,350
Pathology26,76,350
Pathology5,33,700
Pathology2,12,350
Pathology8,58,1400
Pathology19,68,700
Pathology45,64,700
Pathology51,22,350
Pathology53,97,700
Pathology65,62,350
Pathology86,44,1050
Pathology95,96,350
Pathology68,19,700
Pathology80,31,350
Pathology80,51,350
Pathology21,21,1400
Pathology10,64,700
Pathology91,55,350
Pathology50,100,1750
Pathology80,100,350
Pathology99,88,350
Pathology75,69,350
Pathology72,28,700
Pathology34,60,1050
Pathology87,77,700
Pathology49,8,350
Pathology6,2,1050
Pathology70,81,1050
Pathology18,55,350
Pathology76,41,350
Pathology38,60,1050
Pathology75,95,350
Pathology36,7,700
Pathology60,4,700
Pathology91,62,700
Pathology98,40,700
Pathology65,58,1050
Pathology58,90,1050
Pathology72,38,700
Pathology58,10,350
Pathology24,41,700
Pathology80,36,700
Pathology81,91,700
Pathology2,40,700
Pathology17,13,350
Pathology8,9,350
Pathology98,44,700
Pathology12,75,350
Pathology94,3,700
Pathology12,55,350
Pathology57,60,700
Pathology23,63,700
Pathology91,95,1750
Pathology38,68,700
Pathology5,49,350
Pathology46,15,350
Pathology40,59,700
Pathology64,66,1400
Pathology60,98,350
Pathology87,37,1050
Pathology70,55,1050
Pathology73,5,700
Pathology69,5,350
Pathology19,27,1050
Pathology99,96,350
Pathology26,66,350
Pathology12,14,700
Pathology63,63,700
Pathology35,77,350
Pathology39,74,700
Pathology79,17,700
Pathology12,74,350
Pathology3,32,700
Pathology23,84,700
Pathology12,29,700
Pathology91,11,700
Pathology27,69,350
Pathology11,18,1050
Pathology74,33,350
Pathology44,64,700
Pathology17,62,1050
Pathology23,28,350
Pathology88,33,350
Pathology42,28,700
Pathology4,36,350
Pathology28,45,350
Pathology53,42,700
Pathology50,50,700
Pathology41,45,1050
Pathology14,20,700
Pathology2,46,350
Pathology63,27,350
Pathology15,53,700
Pathology87,20,350
Pathology78,70,350
Pathology6,25,350
Pathology48,96,700
Pathology89,7,350
Pathology12,27,350
Pathology78,82,350
Pathology87,96,700
Pathology27,70,700
Pathology83,95,700
Pathology47,28,700
Pathology21,6,700
Pathology12,28,1050
Pathology94,24,1050
Pathology19,36,1050
Pathology80,47,700
Pathology11,16,350
Pathology3,59,350
Pathology17,10,700
Pathology58,77,350
Pathology86,100,700
Pathology55,41,350
Pathology28,8,1050
Pathology24,44,350
Pathology44,6,350
Pathology70,33,700
Pathology49,67,350
Pathology27,44,350
Pathology8,41,350
Pathology21,54,350
Pathology29,6,350
Pathology75,74,1050
Pathology74,76,350
Pathology60,78,1050
Pathology86,61,350
Pathology73,68,350
Pathology87,3,350
Pathology85,90,1050
Pathology15,49,350
Pathology99,74,350
Pathology39,94,1400
Pathology42,62,350
Pathology67,17,700
Pathology80,76,350
Pathology19,87,700
Pathology95,21,350
Pathology63,31,350
Pathology22,28,350
Pathology96,10,350
Pathology6,83,700
Pathology80,49,350
Pathology82,30,350
Pathology4,90,350
Pathology53,26,350
Pathology79,51,350
Pathology36,43,350
Pathology65,63,350
Pathology53,95,1400
Pathology86,8,350
Pathology23,62,350
Pathology39,25,350
Pathology73,57,700
Pathology25,23,700
Pathology99,82,350
Pathology97,57,700
Pathology88,95,700
Pathology16,15,700
Pathology47,57,350
Pathology62,48,700
Pathology60,59,700
Pathology28,68,350
Pathology33,75,1050
Pathology82,66,1050
Pathology69,47,350
Pathology7,82,700
Pathology11,11,350
Pathology96,6,1050
Pathology44,2,1050
Pathology87,21,700
Pathology21,33,350
Pathology96,33,700
Pathology9,73,350
Pathology16,49,350
Pathology3,62,350
Pathology85,46,1050
Pathology97,90,350
Pathology48,24,700
Pathology96,63,700
Pathology98,39,1050
Pathology61,42,700
Pathology35,29,350
Pathology11,40,700
Pathology57,40,700
Pathology72,41,1050
Pathology70,83,1050
Pathology37,99,700
Pathology2,32,350
Pathology66,80,700
Pathology17,8,700
Pathology42,75,350
Pathology17,99,1050
Pathology95,69,700
Pathology36,61,1750
Pathology24,11,350
Pathology32,39,350
Pathology29,88,350
Pathology10,79,700
Pathology41,57,700
Pathology60,99,350
Pathology48,36,700
Pathology16,74,700
Pathology85,16,700
Pathology89,25,350
Pathology26,23,1050
Pathology87,63,350
Pathology82,68,700
Pathology93,42,350
Pathology76,77,1050
Pathology59,88,1050
Pathology77,62,700
Pathology56,42,350
Pathology20,73,350
Pathology62,55,700
Pathology80,22,700
Pathology87,47,700
Pathology90,29,350
Pathology91,42,1400
Pathology44,20,1050
Pathology50,97,350
Pathology87,85,350
Pathology71,26,1050
Pathology92,75,1050
Pathology75,83,350
Pathology37,60,700
Pathology73,39,350
Pathology20,91,700
Pathology94,32,700
Pathology64,42,350
Pathology66,10,700
Pathology31,29,1400
Pathology42,54,700
Pathology92,10,1050
Pathology88,69,350
Pathology28,73,700
Pathology92,20,350
Pathology7,95,700
Pathology75,47,1400
Pathology62,14,700
Pathology51,12,700
Pathology45,32,700
Pathology97,3,350
Pathology10,15,350
Pathology33,91,1050
Pathology74,81,700
Pathology39,31,350
Pathology4,78,1050
Pathology86,55,350
Pathology43,57,350
Pathology31,89,1050
Pathology18,15,350
Pathology35,80,350
Pathology1,82,350
Pathology71,28,350
Pathology72,100,350
Pathology1,81,700
Pathology40,66,350
Pathology1,5,350
Pathology73,83,700
Pathology8,89,700
Pathology41,33,1050
Pathology53,39,700
Pathology67,11,1400
Pathology70,80,350
Pathology16,65,700
Pathology2,4,350
Pathology98,72,700
Pathology45,96,350
Pathology31,73,350
Pathology93,4,700
Pathology9,75,700
Pathology54,99,1050
Pathology18,51,700
Pathology76,60,1050
Pathology10,60,350
Pathology84,38,1050
Pathology21,9,350
Pathology84,93,350
Pathology63,53,350
Pathology18,58,700
Pathology66,55,350
Pathology21,80,1050
Pathology32,38,350
Pathology35,47,350
Pathology52,51,700
Pathology61,67,700
Pathology37,13,350
Pathology90,55,700
Pathology89,41,1050
Pathology26,15,350
Pathology2,86,1400
Pathology86,67,1050
Pathology47,7,1050
Pathology5,94,350
Pathology1,22,700
Pathology25,51,350
Pathology28,43,350
Pathology19,20,350
Pathology24,9,350
Pathology94,10,700
Pathology69,44,700
Pathology52,55,1050
Pathology50,35,700
Pathology99,54,700
Pathology1,67,700
Pathology31,2,700
Pathology13,100,350
Pathology81,41,1750
Pathology14,75,1050
Pathology77,46,350
Pathology77,69,350
Pathology41,83,350
Pathology15,58,350
Pathology46,52,350
Pathology70,27,700
Pathology43,3,350
Pathology3,82,350
Pathology65,45,700
Pathology39,23,350
Pathology70,19,700
Pathology27,78,350
Pathology49,17,700
Pathology88,22,700
Pathology56,45,350
Pathology78,50,1050
Pathology35,79,700
Pathology3,85,350
Pathology19,11,700
Pathology63,60,700
Pathology38,70,700
Pathology18,60,350
Pathology48,9,700
Pathology1,19,700
Pathology90,63,350
Pathology73,20,350
Pathology36,27,350
Pathology1,94,350
Pathology79,95,350
Pathology28,56,350
Pathology45,8,1050
Pathology87,27,350
Pathology21,23,700
Pathology39,65,700
Pathology12,70,350
Pathology18,6,350
Pathology81,88,350
Pathology61,32,350
Pathology86,33,350
Pathology24,28,350
Pathology88,65,700
Pathology16,81,350
Pathology55,92,1050
Pathology19,5,700
Pathology81,15,700
Pathology34,25,700
Pathology2,48,1050
Pathology47,29,1400
Pathology73,18,1400
Pathology16,67,350
Pathology69,35,1050
