PATHOLOGY,DOCTOR_ID,NB_DIAGNOSTICS
Pathology27,44,10
Pathology92,44,20
Pathology4,85,10
Pathology74,86,30
Pathology82,88,10
Pathology83,63,20
Pathology14,70,20
Pathology33,14,20
Pathology99,14,10
Pathology14,34,20
Pathology16,100,10
Pathology2,46,10
Pathology80,96,10
Pathology54,91,20
Pathology36,17,40
Pathology47,28,20
Pathology37,62,20
Pathology91,78,20
Pathology35,92,10
Pathology90,92,30
Pathology20,97,10
Pathology25,37,40
Pathology35,57,30
Pathology74,83,10
Pathology90,3,20
Pathology29,17,20
Pathology11,16,10
Pathology5,57,10
Pathology77,68,20
Pathology70,30,30
Pathology34,49,20
Pathology63,43,20
Pathology73,61,10
Pathology99,74,10
Pathology64,74,10
Pathology23,74,10
Pathology44,58,20
Pathology92,58,30
Pathology71,58,20
Pathology56,58,20
Pathology83,58,40
Pathology89,58,20
Pathology69,58,10
Pathology9,59,10
Pathology3,59,10
Pathology93,59,20
Pathology99,59,20
Pathology95,85,30
Pathology20,69,20
Pathology82,63,30
Pathology33,29,20
Pathology58,64,10
Pathology68,76,10
Pathology51,56,20
Pathology29,46,10
Pathology22,87,20
Pathology34,51,10
Pathology92,94,20
Pathology45,10,10
Pathology75,48,30
Pathology19,48,10
Pathology38,35,30
Pathology73,77,20
Pathology37,73,30
Pathology3,6,30
Pathology46,70,40
Pathology45,79,30
Pathology11,81,10
Pathology82,89,30
Pathology77,91,10
Pathology43,84,50
Pathology70,84,10
Pathology11,84,10
Pathology61,80,10
Pathology19,99,10
Pathology84,41,20
Pathology58,32,30
Pathology73,34,20
Pathology64,98,30
Pathology10,84,10
Pathology70,2,10
Pathology28,5,20
Pathology58,4,10
Pathology64,9,30
Pathology31,7,20
Pathology91,11,20
Pathology83,12,20
Pathology50,17,10
Pathology52,21,20
Pathology79,21,20
Pathology16,42,40
Pathology62,67,30
Pathology47,18,20
Pathology34,21,10
Pathology85,25,10
Pathology86,2,20
Pathology57,9,10
Pathology57,11,30
Pathology66,18,40
Pathology61,21,20
Pathology36,21,30
Pathology40,25,40
Pathology85,31,30
Pathology44,42,40
Pathology80,43,30
Pathology25,78,10
Pathology60,78,30
Pathology46,78,40
Pathology44,17,20
Pathology60,18,40
Pathology90,21,40
Pathology63,31,10
Pathology55,42,20
Pathology93,52,10
Pathology86,61,10
Pathology23,62,10
Pathology95,67,20
Pathology84,75,10
Pathology14,75,30
Pathology31,97,30
Pathology88,97,10
Pathology26,97,30
Pathology46,57,20
Pathology69,72,20
Pathology7,72,10
Pathology48,74,20
Pathology90,20,20
Pathology27,50,30
Pathology42,50,20
Pathology8,90,10
Pathology32,47,20
Pathology29,42,10
Pathology48,78,30
Pathology40,92,10
Pathology14,74,20
Pathology12,74,10
Pathology77,74,10
Pathology42,74,10
Pathology32,58,20
Pathology58,58,20
Pathology4,58,30
Pathology48,90,20
Pathology31,39,20
Pathology54,47,10
Pathology55,66,30
Pathology78,45,30
Pathology86,93,20
Pathology89,8,20
Pathology54,8,30
Pathology24,44,10
Pathology86,53,20
Pathology43,60,40
Pathology8,85,10
Pathology57,23,10
Pathology98,29,20
Pathology12,29,20
Pathology55,32,30
Pathology63,32,20
Pathology92,35,20
Pathology71,35,10
Pathology7,35,10
Pathology50,36,20
Pathology4,36,10
Pathology20,77,10
Pathology54,56,20
Pathology71,56,10
Pathology22,73,10
Pathology60,81,10
Pathology63,81,20
Pathology91,84,10
Pathology46,84,20
Pathology53,26,10
Pathology74,75,20
Pathology6,15,10
Pathology16,15,20
Pathology55,57,10
Pathology67,72,30
Pathology32,74,20
Pathology19,58,20
Pathology33,59,20
Pathology12,44,10
Pathology92,86,20
Pathology45,69,20
Pathology8,6,30
Pathology34,23,20
Pathology84,98,50
Pathology39,33,20
Pathology83,33,10
Pathology89,20,20
Pathology52,22,10
Pathology26,8,10
Pathology67,86,20
Pathology85,71,20
Pathology70,91,20
Pathology8,61,10
Pathology94,74,20
Pathology38,62,30
Pathology93,57,30
Pathology67,58,10
Pathology29,51,30
Pathology58,59,10
Pathology7,59,10
Pathology49,19,50
Pathology79,19,30
Pathology39,20,10
Pathology42,20,50
Pathology77,20,20
Pathology78,39,10
Pathology42,39,30
Pathology33,39,20
Pathology60,39,40
Pathology98,50,10
Pathology86,50,10
Pathology82,50,30
Pathology7,90,20
Pathology73,90,10
Pathology40,38,10
Pathology68,66,10
Pathology27,27,10
Pathology41,85,20
Pathology34,10,20
Pathology8,79,10
Pathology33,24,30
Pathology8,23,10
Pathology38,76,10
Pathology49,3,20
Pathology55,9,10
Pathology97,26,10
Pathology11,17,40
Pathology84,19,30
Pathology3,90,10
Pathology89,22,10
Pathology43,69,40
Pathology91,43,50
Pathology11,52,20
Pathology33,74,20
Pathology72,92,30
Pathology41,20,40
Pathology54,39,20
Pathology97,78,30
Pathology42,90,20
Pathology12,90,20
Pathology32,22,20
Pathology12,22,20
Pathology7,38,10
Pathology52,38,20
Pathology85,38,10
Pathology16,38,10
Pathology37,38,20
Pathology94,38,20
Pathology82,38,10
Pathology64,40,20
Pathology37,40,30
Pathology63,40,20
Pathology81,40,20
Pathology78,40,30
Pathology76,40,30
Pathology88,40,20
Pathology8,47,20
Pathology17,47,20
Pathology93,47,40
Pathology80,47,20
Pathology69,47,10
Pathology35,66,10
Pathology86,66,20
Pathology97,66,30
Pathology99,66,20
Pathology82,66,30
Pathology1,68,20
Pathology24,68,30
Pathology99,68,10
Pathology28,68,10
Pathology60,95,40
Pathology24,95,10
Pathology20,95,30
Pathology32,95,10
Pathology19,27,30
Pathology57,27,10
Pathology12,27,10
Pathology84,27,10
Pathology21,27,30
Pathology53,30,30
Pathology28,30,10
Pathology13,30,20
Pathology28,45,10
Pathology11,45,10
Pathology62,45,20
Pathology36,93,10
Pathology9,93,30
Pathology39,93,30
Pathology85,93,10
Pathology52,93,10
Pathology79,93,20
Pathology46,93,20
Pathology90,93,20
Pathology22,8,20
Pathology80,8,20
Pathology30,8,10
Pathology62,41,30
Pathology35,41,10
Pathology8,41,10
Pathology78,41,10
Pathology30,41,30
Pathology97,41,10
Pathology86,41,20
Pathology67,44,30
Pathology83,44,10
Pathology65,44,10
Pathology17,44,40
Pathology31,44,20
Pathology86,49,20
Pathology1,49,40
Pathology89,49,10
Pathology13,49,10
Pathology80,49,10
Pathology59,53,30
Pathology17,53,20
Pathology10,53,20
Pathology97,53,10
Pathology15,53,20
Pathology23,53,10
Pathology52,53,10
Pathology93,53,20
Pathology23,60,60
Pathology30,60,20
Pathology67,60,20
Pathology14,60,30
Pathology70,55,30
Pathology33,55,10
Pathology60,55,10
Pathology77,55,30
Pathology42,55,20
Pathology48,55,10
Pathology97,55,10
Pathology36,85,20
Pathology54,85,30
Pathology61,85,20
Pathology88,85,10
Pathology31,85,30
Pathology86,85,50
Pathology33,85,10
Pathology49,86,10
Pathology84,86,20
Pathology50,86,30
Pathology23,86,30
Pathology75,86,30
Pathology66,88,20
Pathology84,88,30
Pathology80,88,30
Pathology13,88,10
Pathology38,88,10
Pathology18,88,10
Pathology13,69,10
Pathology27,69,10
Pathology12,69,20
Pathology88,6,30
Pathology44,6,10
Pathology29,6,10
Pathology80,6,10
Pathology17,10,20
Pathology96,10,10
Pathology98,23,20
Pathology79,23,10
Pathology56,23,10
Pathology24,23,20
Pathology51,23,30
Pathology75,23,40
Pathology45,48,20
Pathology58,48,10
Pathology47,48,10
Pathology59,48,20
Pathology63,63,20
Pathology8,63,20
Pathology65,63,10
Pathology46,63,20
Pathology53,70,20
Pathology94,70,10
Pathology31,70,10
Pathology78,70,10
Pathology30,70,10
Pathology35,70,50
Pathology72,71,40
Pathology61,71,20
Pathology66,14,10
Pathology12,14,20
Pathology94,14,20
Pathology55,29,30
Pathology50,30,20
Pathology71,41,30
Pathology68,85,10
Pathology98,86,30
Pathology68,69,30
Pathology30,10,30
Pathology1,23,10
Pathology4,23,10
Pathology19,63,40
Pathology27,70,20
Pathology75,71,20
Pathology87,14,30
Pathology71,14,20
Pathology85,70,20
Pathology93,29,20
Pathology29,29,30
Pathology78,29,10
Pathology32,32,10
Pathology3,32,20
Pathology7,32,10
Pathology87,32,10
Pathology75,34,20
Pathology16,34,10
Pathology21,34,20
Pathology56,34,10
Pathology13,34,20
Pathology51,35,10
Pathology93,35,20
Pathology48,35,10
Pathology14,35,30
Pathology8,35,20
Pathology2,35,20
Pathology12,35,30
Pathology57,36,20
Pathology19,36,30
Pathology31,36,10
Pathology10,36,30
Pathology53,64,30
Pathology44,64,20
Pathology82,64,20
Pathology25,64,30
Pathology69,76,20
Pathology20,76,10
Pathology24,76,20
Pathology40,76,20
Pathology23,76,60
Pathology76,76,20
Pathology84,82,20
Pathology78,82,10
Pathology26,82,10
Pathology79,82,20
Pathology86,82,20
Pathology50,82,10
Pathology99,82,10
Pathology42,82,20
Pathology28,100,20
Pathology67,100,10
Pathology55,100,20
Pathology93,100,20
Pathology85,65,30
Pathology52,65,20
Pathology61,65,30
Pathology76,65,30
Pathology49,65,20
Pathology72,65,40
Pathology57,77,40
Pathology53,77,30
Pathology66,77,10
Pathology35,77,10
Pathology77,77,20
Pathology47,77,20
Pathology40,77,10
Pathology29,77,20
Pathology22,77,20
Pathology70,77,50
Pathology47,79,40
Pathology53,83,10
Pathology44,83,10
Pathology60,83,40
Pathology37,83,40
Pathology22,83,50
Pathology92,56,10
Pathology32,56,30
Pathology61,56,30
Pathology61,46,10
Pathology70,46,20
Pathology86,73,20
Pathology57,73,40
Pathology33,81,40
Pathology37,81,30
Pathology71,81,10
Pathology12,81,30
Pathology2,81,10
Pathology89,81,10
Pathology24,89,10
Pathology20,89,20
Pathology63,89,10
Pathology29,89,30
Pathology60,98,10
Pathology23,98,30
Pathology72,98,10
Pathology71,98,10
Pathology59,87,20
Pathology19,87,20
Pathology67,87,20
Pathology3,87,20
Pathology99,96,10
Pathology87,96,20
Pathology85,96,10
Pathology21,91,20
Pathology69,91,30
Pathology33,91,30
Pathology9,91,20
Pathology45,51,30
Pathology95,51,20
Pathology7,51,20
Pathology17,51,20
Pathology43,51,20
Pathology13,51,30
Pathology47,54,10
Pathology34,54,10
Pathology24,54,10
Pathology44,84,10
Pathology60,84,20
Pathology23,84,20
Pathology56,84,30
Pathology33,84,20
Pathology92,80,40
Pathology99,80,10
Pathology1,80,10
Pathology58,94,20
Pathology62,94,10
Pathology14,94,10
Pathology55,94,20
Pathology91,99,30
Pathology63,99,30
Pathology71,99,10
Pathology30,28,10
Pathology85,33,50
Pathology35,30,20
Pathology14,41,10
Pathology46,44,10
Pathology87,53,10
Pathology70,53,50
Pathology12,53,30
Pathology83,60,10
Pathology75,88,30
Pathology17,100,20
Pathology72,46,50
Pathology23,73,20
Pathology50,96,20
Pathology62,51,40
Pathology59,30,40
Pathology34,85,10
Pathology21,6,20
Pathology71,10,20
Pathology83,23,20
Pathology61,70,20
Pathology94,71,10
Pathology40,14,20
Pathology77,32,10
Pathology62,35,10
Pathology73,36,10
Pathology13,36,10
Pathology85,64,10
Pathology74,64,20
Pathology74,76,10
Pathology93,82,20
Pathology11,82,20
Pathology81,82,20
Pathology7,82,20
Pathology51,79,30
Pathology88,83,20
Pathology88,56,10
Pathology56,56,10
Pathology95,73,20
Pathology95,81,20
Pathology5,81,10
Pathology65,81,20
Pathology32,81,20
Pathology64,89,10
Pathology22,89,10
Pathology3,89,30
Pathology90,89,40
Pathology74,87,20
Pathology63,87,30
Pathology5,87,10
Pathology48,96,20
Pathology78,96,20
Pathology1,96,10
Pathology91,91,20
Pathology26,51,20
Pathology48,51,20
Pathology79,51,10
Pathology94,84,20
Pathology4,80,20
Pathology39,94,40
Pathology88,94,10
Pathology88,95,20
Pathology88,86,30
Pathology96,6,30
Pathology81,35,30
Pathology48,83,10
Pathology19,73,10
Pathology89,89,30
Pathology49,96,40
Pathology82,51,10
Pathology63,94,10
Pathology89,94,20
Pathology6,27,10
Pathology37,41,20
Pathology39,63,20
Pathology25,14,10
Pathology1,99,20
Pathology91,54,20
Pathology82,54,10
Pathology18,48,30
Pathology88,77,30
Pathology59,35,30
Pathology78,2,10
Pathology28,2,10
Pathology36,2,30
Pathology8,2,10
Pathology61,2,60
Pathology99,2,20
Pathology18,2,10
Pathology22,2,10
Pathology23,2,20
Pathology6,2,30
Pathology54,2,10
Pathology50,2,20
Pathology62,3,40
Pathology43,3,10
Pathology68,3,20
Pathology9,4,20
Pathology18,4,20
Pathology2,4,10
Pathology47,4,10
Pathology23,4,20
Pathology51,5,20
Pathology47,7,30
Pathology81,11,20
Pathology25,11,20
Pathology15,17,10
Pathology28,31,20
Pathology65,2,40
Pathology99,4,20
Pathology77,4,20
Pathology6,9,30
Pathology38,11,20
Pathology87,16,10
Pathology59,24,10
Pathology94,7,30
Pathology19,11,20
Pathology62,2,40
Pathology56,4,10
Pathology60,4,20
Pathology50,7,30
Pathology78,11,20
Pathology55,12,10
Pathology41,17,10
Pathology31,2,20
Pathology72,2,20
Pathology97,3,10
Pathology16,3,10
Pathology36,4,20
Pathology88,4,30
Pathology37,4,30
Pathology21,7,10
Pathology76,9,30
Pathology24,9,10
Pathology47,9,30
Pathology67,11,40
Pathology15,12,20
Pathology52,12,30
Pathology31,12,40
Pathology2,16,10
Pathology30,17,10
Pathology81,18,20
Pathology7,21,20
Pathology21,21,40
Pathology74,21,10
Pathology72,25,30
Pathology18,25,20
Pathology67,25,10
Pathology38,25,20
Pathology27,33,20
Pathology63,42,10
Pathology68,52,10
Pathology77,62,20
Pathology33,37,20
Pathology84,6,20
Pathology64,62,20
Pathology31,37,20
Pathology78,20,20
Pathology30,20,30
Pathology80,20,10
Pathology73,68,10
Pathology83,95,20
Pathology53,95,40
Pathology28,8,30
Pathology17,55,30
Pathology24,55,20
Pathology79,86,20
Pathology2,88,10
Pathology32,6,20
Pathology33,71,10
Pathology66,71,10
Pathology89,14,30
Pathology73,45,20
Pathology47,49,20
Pathology42,34,40
Pathology21,36,10
Pathology38,36,10
Pathology49,36,20
Pathology93,64,20
Pathology73,76,20
Pathology39,100,10
Pathology27,79,20
Pathology13,79,10
Pathology55,56,20
Pathology75,46,10
Pathology3,81,10
Pathology58,89,10
Pathology74,89,20
Pathology87,89,50
Pathology18,91,10
Pathology24,80,10
Pathology67,94,20
Pathology78,94,10
Pathology26,94,20
Pathology99,6,10
Pathology83,71,30
Pathology43,34,10
Pathology35,35,10
Pathology86,100,20
Pathology58,77,10
Pathology67,98,20
Pathology64,91,30
Pathology11,55,10
Pathology15,49,10
Pathology55,65,20
Pathology89,36,10
Pathology43,2,20
Pathology96,3,10
Pathology71,7,40
Pathology85,7,20
Pathology96,2,10
Pathology55,28,20
Pathology76,3,20
Pathology5,3,20
Pathology93,4,20
Pathology62,9,30
Pathology54,9,10
Pathology51,12,20
Pathology22,18,30
Pathology56,24,20
Pathology68,89,10
Pathology12,2,20
Pathology95,3,10
Pathology1,5,10
Pathology36,7,20
Pathology28,12,20
Pathology95,12,20
Pathology44,12,10
Pathology73,17,10
Pathology17,17,20
Pathology18,17,20
Pathology89,3,10
Pathology88,5,20
Pathology99,7,20
Pathology21,9,10
Pathology48,9,20
Pathology24,11,10
Pathology49,11,20
Pathology78,12,20
Pathology3,12,10
Pathology42,16,20
Pathology54,16,10
Pathology32,17,10
Pathology15,18,40
Pathology42,18,30
Pathology73,18,40
Pathology28,18,10
Pathology20,21,10
Pathology16,21,20
Pathology84,24,50
Pathology71,24,30
Pathology5,24,40
Pathology34,25,20
Pathology70,26,30
Pathology66,28,20
Pathology58,28,40
Pathology72,28,20
Pathology39,31,10
Pathology93,31,10
Pathology80,33,20
Pathology98,42,10
Pathology58,43,10
Pathology46,52,10
Pathology40,61,10
Pathology75,75,10
Pathology10,15,10
Pathology54,37,30
Pathology19,3,20
Pathology78,3,20
Pathology89,4,10
Pathology19,5,20
Pathology22,7,10
Pathology83,7,10
Pathology19,9,20
Pathology94,11,20
Pathology21,11,20
Pathology97,11,20
Pathology48,12,10
Pathology86,12,10
Pathology62,12,30
Pathology18,18,50
Pathology49,17,20
Pathology89,18,40
Pathology86,33,10
Pathology80,42,10
Pathology52,43,20
Pathology2,12,10
Pathology67,16,10
Pathology37,16,20
Pathology77,16,10
Pathology56,75,10
Pathology3,11,10
Pathology52,18,40
Pathology65,18,20
Pathology26,18,20
Pathology1,21,30
Pathology48,24,20
Pathology79,24,10
Pathology17,24,10
Pathology47,24,10
Pathology15,24,10
Pathology98,24,10
Pathology89,25,10
Pathology30,25,20
Pathology92,25,10
Pathology15,25,40
Pathology95,25,20
Pathology51,26,10
Pathology85,26,20
Pathology8,26,20
Pathology71,26,30
Pathology81,26,10
Pathology65,26,20
Pathology54,26,20
Pathology44,28,10
Pathology43,28,20
Pathology53,28,10
Pathology19,31,20
Pathology77,31,30
Pathology33,33,20
Pathology63,33,40
Pathology42,33,20
Pathology57,33,10
Pathology56,42,10
Pathology64,42,10
Pathology75,42,10
Pathology91,42,40
Pathology30,42,10
Pathology39,43,20
Pathology88,43,20
Pathology8,43,30
Pathology23,43,10
Pathology49,52,30
Pathology79,52,20
Pathology52,52,20
Pathology60,52,20
Pathology92,52,10
Pathology26,52,10
Pathology63,52,10
Pathology19,61,20
Pathology3,62,10
Pathology65,62,10
Pathology51,62,10
Pathology24,62,30
Pathology90,62,20
Pathology57,62,10
Pathology7,62,20
Pathology91,62,20
Pathology62,62,20
Pathology10,67,20
Pathology78,67,10
Pathology1,67,20
Pathology99,67,20
Pathology91,67,20
Pathology42,75,10
Pathology99,75,30
Pathology9,75,20
Pathology61,75,20
Pathology34,78,10
Pathology3,78,20
Pathology27,78,10
Pathology75,92,10
Pathology54,92,10
Pathology83,92,10
Pathology6,92,40
Pathology14,92,30
Pathology50,97,10
Pathology35,97,10
Pathology55,97,10
Pathology2,13,10
Pathology51,13,10
Pathology78,15,20
Pathology1,15,20
Pathology17,15,20
Pathology33,15,20
Pathology82,15,10
Pathology97,37,10
Pathology85,37,20
Pathology64,37,20
Pathology9,57,20
Pathology33,57,20
Pathology43,57,10
Pathology86,57,30
Pathology6,57,20
Pathology40,57,30
Pathology16,57,20
Pathology49,57,30
Pathology53,57,20
Pathology29,57,20
Pathology6,72,10
Pathology63,74,20
Pathology65,58,30
Pathology15,58,10
Pathology11,59,10
Pathology87,25,10
Pathology73,26,10
Pathology68,28,10
Pathology24,28,10
Pathology80,31,10
Pathology41,33,30
Pathology55,61,10
Pathology94,61,10
Pathology29,67,20
Pathology12,67,10
Pathology92,75,30
Pathology62,75,20
Pathology5,97,20
Pathology37,13,10
Pathology54,13,30
Pathology15,15,10
Pathology61,37,30
Pathology77,37,10
Pathology58,37,20
Pathology41,57,20
Pathology2,57,20
Pathology7,57,30
Pathology47,72,10
Pathology98,72,20
Pathology90,74,30
Pathology57,58,20
Pathology28,58,30
Pathology22,59,20
Pathology99,97,30
Pathology20,57,10
Pathology10,57,40
Pathology75,59,30
Pathology85,59,10
Pathology76,19,10
Pathology42,19,20
Pathology68,19,20
Pathology71,19,30
Pathology9,20,40
Pathology8,20,20
Pathology73,20,10
Pathology29,20,10
Pathology9,39,10
Pathology53,39,20
Pathology19,50,10
Pathology74,50,20
Pathology92,50,10
Pathology53,50,50
Pathology74,90,40
Pathology11,90,20
Pathology67,90,10
Pathology39,90,10
Pathology78,22,40
Pathology86,22,30
Pathology43,22,10
Pathology1,22,20
Pathology59,22,10
Pathology48,38,10
Pathology39,38,20
Pathology92,38,20
Pathology32,38,10
Pathology62,38,20
Pathology11,40,20
Pathology53,40,10
Pathology85,40,30
Pathology76,66,10
Pathology98,66,60
Pathology48,68,10
Pathology62,68,30
Pathology51,95,20
Pathology36,95,20
Pathology38,95,10
Pathology99,27,20
Pathology87,27,10
Pathology34,30,20
Pathology3,30,10
Pathology30,45,20
Pathology6,45,20
Pathology45,45,10
Pathology93,45,10
Pathology54,45,10
Pathology53,93,20
Pathology25,8,20
Pathology6,8,30
Pathology45,8,30
Pathology49,8,10
Pathology55,8,20
Pathology38,8,10
Pathology23,41,20
Pathology81,41,50
Pathology50,41,20
Pathology55,44,10
Pathology69,53,20
Pathology41,60,30
Pathology12,60,20
Pathology86,55,10
Pathology22,55,20
Pathology69,6,20
Pathology18,6,10
Pathology67,6,20
Pathology49,23,20
Pathology65,23,30
Pathology29,23,10
Pathology90,23,10
Pathology3,48,30
Pathology2,48,30
Pathology74,63,10
Pathology56,70,20
Pathology62,71,10
Pathology63,71,30
Pathology48,71,10
Pathology54,14,20
Pathology49,29,20
Pathology61,32,10
Pathology48,36,20
Pathology51,64,10
Pathology52,100,10
Pathology34,100,10
Pathology78,77,20
Pathology85,16,20
Pathology35,17,20
Pathology59,28,10
Pathology39,26,10
Pathology71,28,10
Pathology89,28,10
Pathology61,28,20
Pathology26,28,30
Pathology20,31,10
Pathology4,75,20
Pathology14,78,10
Pathology19,37,10
Pathology52,37,20
Pathology48,57,20
Pathology18,15,10
Pathology81,15,20
Pathology25,90,30
Pathology83,38,10
Pathology98,40,20
Pathology17,95,10
Pathology70,8,10
Pathology75,69,10
Pathology36,65,20
Pathology89,56,20
Pathology35,56,10
Pathology78,46,40
Pathology31,73,10
Pathology39,73,40
Pathology8,89,20
Pathology41,98,20
Pathology95,96,10
Pathology25,54,20
Pathology81,54,20
Pathology38,99,30
Pathology21,17,20
Pathology78,18,20
Pathology71,21,10
Pathology60,24,20
Pathology16,31,20
Pathology89,42,20
Pathology61,42,20
Pathology76,42,10
Pathology28,43,10
Pathology86,52,10
Pathology90,52,10
Pathology29,52,10
Pathology89,52,20
Pathology45,52,30
Pathology72,52,10
Pathology40,66,10
Pathology70,66,10
Pathology64,44,10
Pathology78,49,30
Pathology67,53,20
Pathology99,53,10
Pathology53,60,10
Pathology57,79,10
Pathology51,83,10
Pathology73,83,20
Pathology71,16,20
Pathology5,33,20
Pathology6,33,10
Pathology36,61,50
Pathology14,61,30
Pathology75,61,10
Pathology89,61,10
Pathology95,61,10
Pathology4,61,10
Pathology74,62,10
Pathology69,62,20
Pathology36,62,10
Pathology94,67,10
Pathology61,67,20
Pathology86,67,30
Pathology17,67,10
Pathology45,67,10
Pathology9,78,10
Pathology53,78,10
Pathology4,78,30
Pathology16,78,10
Pathology55,92,30
Pathology13,92,10
Pathology14,97,10
Pathology56,97,20
Pathology92,97,10
Pathology57,97,20
Pathology50,13,20
Pathology45,13,10
Pathology43,13,10
Pathology91,13,20
Pathology78,13,10
Pathology16,13,10
Pathology58,15,20
Pathology79,15,20
Pathology96,15,20
Pathology38,15,40
Pathology97,15,10
Pathology21,37,30
Pathology3,37,20
Pathology91,37,10
Pathology44,37,20
Pathology71,57,20
Pathology66,57,10
Pathology13,57,20
Pathology54,72,10
Pathology96,72,20
Pathology86,72,20
Pathology61,72,20
Pathology10,72,40
Pathology86,74,10
Pathology72,74,20
Pathology21,74,10
Pathology59,74,10
Pathology31,74,10
Pathology74,58,10
Pathology2,58,40
Pathology82,58,20
Pathology8,58,40
Pathology61,58,30
Pathology64,58,40
Pathology55,59,10
Pathology70,59,10
Pathology79,59,30
Pathology36,59,10
Pathology28,19,10
Pathology70,19,20
Pathology1,19,20
Pathology92,19,20
Pathology91,20,30
Pathology44,20,30
Pathology92,20,10
Pathology19,20,10
Pathology74,20,20
Pathology98,39,30
Pathology39,39,20
Pathology22,50,30
Pathology55,50,20
Pathology78,50,30
Pathology31,50,10
Pathology97,90,10
Pathology49,90,30
Pathology21,90,20
Pathology80,90,20
Pathology51,22,10
Pathology79,22,20
Pathology96,22,20
Pathology88,22,20
Pathology6,38,10
Pathology24,38,10
Pathology69,38,20
Pathology77,38,10
Pathology47,40,20
Pathology57,40,20
Pathology26,40,30
Pathology29,40,20
Pathology38,40,30
Pathology5,40,20
Pathology16,40,30
Pathology91,40,20
Pathology96,40,10
Pathology52,40,10
Pathology78,47,10
Pathology72,47,20
Pathology75,47,40
Pathology85,47,10
Pathology39,47,10
Pathology3,47,30
Pathology77,47,50
Pathology35,47,10
Pathology42,47,30
Pathology52,47,10
Pathology42,66,30
Pathology92,66,40
Pathology3,66,20
Pathology14,66,10
Pathology67,66,20
Pathology34,66,20
Pathology58,66,10
Pathology47,66,10
Pathology82,68,20
Pathology11,68,20
Pathology94,68,20
Pathology88,68,20
Pathology58,68,10
Pathology66,68,10
Pathology44,13,30
Pathology26,15,10
Pathology27,72,20
Pathology93,19,10
Pathology24,19,20
Pathology23,90,20
Pathology36,22,20
Pathology64,38,20
Pathology59,66,10
Pathology79,68,20
Pathology13,68,10
Pathology86,95,20
Pathology7,95,20
Pathology29,95,20
Pathology28,95,20
Pathology56,95,10
Pathology72,95,10
Pathology36,27,10
Pathology70,27,20
Pathology54,27,10
Pathology11,27,20
Pathology37,27,10
Pathology20,27,10
Pathology27,30,30
Pathology6,30,20
Pathology11,30,20
Pathology87,30,10
Pathology8,30,10
Pathology94,30,10
Pathology45,30,10
Pathology49,30,30
Pathology15,45,10
Pathology75,45,10
Pathology13,45,10
Pathology74,45,20
Pathology92,45,10
Pathology69,93,20
Pathology3,93,20
Pathology82,8,20
Pathology36,8,10
Pathology44,8,10
Pathology98,8,20
Pathology40,8,10
Pathology32,41,10
Pathology6,41,10
Pathology31,41,10
Pathology33,41,10
Pathology83,41,10
Pathology93,44,10
Pathology4,44,30
Pathology69,44,20
Pathology9,44,10
Pathology68,44,10
Pathology84,44,10
Pathology13,44,20
Pathology16,49,10
Pathology14,49,20
Pathology58,49,30
Pathology60,53,30
Pathology58,53,30
Pathology37,60,20
Pathology27,60,30
Pathology76,60,30
Pathology10,60,10
Pathology2,60,10
Pathology9,60,10
Pathology63,60,20
Pathology34,60,30
Pathology38,60,30
Pathology22,60,40
Pathology15,55,20
Pathology96,55,10
Pathology66,55,10
Pathology90,55,20
Pathology52,55,30
Pathology94,55,20
Pathology93,55,20
Pathology87,55,10
Pathology80,85,10
Pathology97,85,20
Pathology7,85,10
Pathology3,85,10
Pathology41,86,20
Pathology55,86,20
Pathology9,88,10
Pathology29,88,10
Pathology59,88,30
Pathology40,88,20
Pathology99,88,10
Pathology81,88,10
Pathology71,88,40
Pathology21,88,10
Pathology3,69,10
Pathology81,69,20
Pathology88,69,10
Pathology37,69,10
Pathology35,69,20
Pathology11,6,10
Pathology95,6,30
Pathology33,6,10
Pathology23,6,10
Pathology9,6,40
Pathology17,6,60
Pathology74,6,20
Pathology54,6,20
Pathology35,10,10
Pathology88,10,10
Pathology6,10,20
Pathology94,10,20
Pathology41,10,20
Pathology54,23,20
Pathology7,23,20
Pathology11,23,40
Pathology44,23,20
Pathology39,23,10
Pathology21,23,20
Pathology47,23,10
Pathology2,23,10
Pathology35,48,20
Pathology9,48,10
Pathology17,48,10
Pathology87,63,10
Pathology68,63,30
Pathology49,63,30
Pathology91,63,20
Pathology48,49,20
Pathology73,88,20
Pathology77,69,10
Pathology78,69,20
Pathology79,10,10
Pathology83,48,20
Pathology41,70,20
Pathology71,70,40
Pathology58,70,20
Pathology36,70,20
Pathology34,70,10
Pathology90,70,10
Pathology65,71,10
Pathology76,71,10
Pathology6,71,10
Pathology89,71,40
Pathology28,71,20
Pathology60,71,10
Pathology62,14,20
Pathology41,14,20
Pathology27,29,10
Pathology20,29,20
Pathology47,29,40
Pathology44,29,10
Pathology21,29,10
Pathology2,32,10
Pathology94,32,20
Pathology45,32,20
Pathology33,32,30
Pathology35,32,20
Pathology30,32,10
Pathology54,32,10
Pathology63,34,30
Pathology53,34,10
Pathology15,34,30
Pathology27,34,20
Pathology40,34,10
Pathology59,34,20
Pathology19,35,20
Pathology98,35,30
Pathology6,35,10
Pathology50,35,20
Pathology63,35,40
Pathology3,35,20
Pathology30,35,20
Pathology62,36,10
Pathology17,36,30
Pathology6,36,10
Pathology18,36,10
Pathology56,36,20
